0;0
0.011428571;-0.003070286
0.017142857;-0.002161143
0.022857143;-0.000555714
0.028571429;0.001452857
0.034285714;0.003719714
0.04;0.006136
0.045714286;0.008609429
0.051428571;0.011074
0.057142857;0.013468857
0.062857143;0.015721429
0.068571429;0.017762
0.074285714;0.019578
0.08;0.021290857
0.085714286;0.023397143
0.091428571;0.026226571
0.097142857;0.028105714
0.102857143;0.029391714
0.108571429;0.030370571
0.114285714;0.031170571
0.12;0.031868857
0.125714286;0.03252
0.131428571;0.033165429
0.137142857;0.033844571
0.142857143;0.034601429
0.148571429;0.035489143
0.154285714;0.036557429
0.16;0.037786
0.165714286;0.039112857
0.171428571;0.040460286
0.177142857;0.041757714
0.182857143;0.042954571
0.188571429;0.044023143
0.194285714;0.044973429
0.2;0.045846857
0.205714286;0.046675714
0.211428571;0.04748
0.217142857;0.048272
0.222857143;0.049058571
0.228571429;0.049843143
0.234285714;0.050628286
0.24;0.051416571
0.245714286;0.052208857
0.251428571;0.053007143
0.257142857;0.053813429
0.262857143;0.054632
0.268571429;0.05572
0.274285714;0.056213714
0.28;0.056738857
0.285714286;0.05728
0.291428571;0.057831429
0.297142857;0.058389714
0.302857143;0.058953143
0.308571429;0.05952
0.314285714;0.060089143
0.32;0.06066
0.325714286;0.061232571
0.331428571;0.061805143
0.337142857;0.062377714
0.342857143;0.062950286
0.348571429;0.063521714
0.354285714;0.064092
0.36;0.064661143
0.365714286;0.065228
0.371428571;0.065792857
0.377142857;0.066355429
0.382857143;0.066914857
0.388571429;0.067470571
0.394285714;0.068023143
0.4;0.068571429
0.405714286;0.069115143
0.411428571;0.069654
0.417142857;0.070187143
0.422857143;0.070714286
0.428571429;0.071234
0.434285714;0.071746286
0.44;0.072249429
0.445714286;0.072742571
0.451428571;0.073224
0.457142857;0.073691714
0.462857143;0.074143429
0.468571429;0.074577429
0.474285714;0.074990286
0.48;0.075379143
0.485714286;0.075739429
0.491428571;0.076066
0.497142857;0.076352571
0.502857143;0.076590571
0.508571429;0.076772286
0.514285714;0.076889143
0.52;0.076934571
0.525714286;0.076908
0.531428571;0.076817143
0.537142857;0.076676857
0.542857143;0.076504
0.548571429;0.076312286
0.554285714;0.076100571
0.56;0.075862
0.565714286;0.075591714
0.571428571;0.075287143
0.577142857;0.074947429
0.582857143;0.074574
0.588571429;0.074168286
0.594285714;0.073734857
0.6;0.073277714
0.605714286;0.072802571
0.611428571;0.072314857
0.617142857;0.071820286
0.622857143;0.071323714
0.628571429;0.070829429
0.634285714;0.07034
0.64;0.069854571
0.645714286;0.069370857
0.651428571;0.068888
0.657142857;0.068404571
0.662857143;0.067919714
0.668571429;0.067432857
0.674285714;0.066942857
0.68;0.066448857
0.685714286;0.065950857
0.691428571;0.065447714
0.697142857;0.064938857
0.702857143;0.064424571
0.708571429;0.063903714
0.714285714;0.063376
0.72;0.062841143
0.725714286;0.062298
0.731428571;0.061746
0.737142857;0.061184286
0.742857143;0.060611714
0.748571429;0.060027143
0.754285714;0.059428857
0.76;0.058815143
0.765714286;0.058184571
0.771428571;0.057534571
0.777142857;0.056866
0.782857143;0.056178857
0.788571429;0.055474286
0.794285714;0.054752857
0.8;0.054016571
0.805714286;0.053267429
0.811428571;0.052507429
0.817142857;0.051739429
0.822857143;0.050966
0.828571429;0.050190286
0.834285714;0.049415714
0.84;0.048645429
0.845714286;0.047882286
0.851428571;0.047129143
0.857142857;0.046389143
0.862857143;0.045663143
0.868571429;0.044954286
0.874285714;0.044263143
0.88;0.043589714
0.885714286;0.042932857
0.891428571;0.042290286
0.897142857;0.041661143
0.902857143;0.041043143
0.908571429;0.040436
0.914285714;0.039838286
0.92;0.039248857
0.925714286;0.038667429
0.931428571;0.038092571
0.937142857;0.037524286
0.942857143;0.036961143
0.948571429;0.036403143
0.954285714;0.035849143
0.96;0.035299429
0.965714286;0.034752857
0.971428571;0.034209143
0.977142857;0.033667429
0.982857143;0.033128
0.988571429;0.03259
0.994285714;0.032053143
1;0.031516571
